nationality,destination_country,visa_type,gender,age,education_level,employment_status,travel_purpose,language_proficiency,annual_income,bank_balance,travel_history_count,previous_rejections,accommodation_proof,return_ticket,invitation_letter,health_insurance,approval_status,processing_days
Senegal,Denmark,Transit,Male,66,No Formal Education,Government,Permanent Residence,Native,19006.7,11759.52,1,0,0,1,0,1,1,14
India,Singapore,Student,Female,36,High School,Retired,Business Meeting,Intermediate,6511.3,17262.66,6,0,1,0,1,1,1,12
China,Italy,Immigrant/PR,Male,41,Master's Degree,Private Sector,Family Visit,Intermediate,53897.51,131633.9,5,0,1,1,0,1,1,61
Philippines,Schengen (EU),Immigrant/PR,Male,53,Master's Degree,Private Sector,Family Visit,Advanced,110059.27,287053.87,4,0,1,1,1,1,1,41
Malaysia,Turkey,Work,Male,80,PhD,Government,Work Assignment,Advanced,37393.54,40896.12,10,0,1,1,0,0,1,3
Russia,Malaysia,Tourist,Female,66,No Formal Education,Private Sector,Family Visit,Advanced,28083.57,54162.53,2,0,1,1,1,1,0,5
Japan,Spain,Student,Male,30,Bachelor's Degree,Government,Conference,Intermediate,43639.3,26131.16,3,0,1,1,1,0,0,10
India,UAE,Immigrant/PR,Male,53,Bachelor's Degree,Student,Work Assignment,Advanced,29474.35,9623.95,1,0,0,1,1,1,1,16
Saudi Arabia,Turkey,Tourist,Female,55,High School,Student,Permanent Residence,Advanced,27818.36,5150.69,5,0,0,1,1,1,1,5
Indonesia,Malaysia,Family/Spouse,Male,56,Bachelor's Degree,Private Sector,Medical,Advanced,1716.99,241.25,2,0,1,1,1,1,1,9
Philippines,Germany,Tourist,Male,64,High School,Private Sector,Permanent Residence,None,42910.44,42423.1,2,0,1,1,0,0,1,17
Myanmar,Taiwan,Work,Female,42,High School,Student,Family Visit,Native,4643.38,11482.74,2,0,0,1,1,1,0,20
Philippines,Spain,Work,Female,63,High School,Student,Medical,Advanced,111918.53,58750.25,0,0,1,1,1,1,1,37
Peru,Malaysia,Work,Male,48,No Formal Education,Self-Employed,Business Meeting,Native,14000.4,23839.28,1,0,1,1,0,1,0,9
India,Belgium,Student,Female,70,Master's Degree,Government,Work Assignment,Basic,17045.09,30242.14,0,0,1,1,0,1,1,20
UAE,Ireland,Student,Female,66,PhD,Self-Employed,Education,Advanced,17695.83,32423.91,2,0,1,1,0,1,1,15
Bangladesh,Denmark,Family/Spouse,Female,55,High School,Self-Employed,Medical,None,15337.52,38950.69,2,0,0,1,1,1,0,28
Japan,Ireland,Tourist,Female,43,Professional Degree,Private Sector,Education,None,10389.89,24053.65,0,0,1,0,0,1,1,12
Japan,South Korea,Transit,Female,54,Bachelor's Degree,Self-Employed,Education,Advanced,11388.76,5368.45,3,0,0,1,0,1,1,4
Indonesia,Schengen (EU),Family/Spouse,Female,42,Master's Degree,Unemployed,Family Visit,Advanced,29053.59,6951.11,2,0,1,1,1,1,1,17
Sri Lanka,United States,Transit,Female,80,Master's Degree,Student,Family Visit,Advanced,86168.45,69021.01,3,0,1,1,0,1,1,22
South Korea,Taiwan,Work,Female,56,Bachelor's Degree,Private Sector,Work Assignment,Advanced,68710.91,100211.04,0,0,1,1,1,1,1,12
Iraq,Portugal,Transit,Male,65,Bachelor's Degree,Student,Family Visit,Basic,11756.06,15093.69,4,0,1,1,0,0,1,18
Syria,Austria,Family/Spouse,Female,60,Bachelor's Degree,Private Sector,Permanent Residence,Native,49147.72,33020.74,4,0,0,1,0,0,1,26
Senegal,United States,Tourist,Male,72,High School,Government,Work Assignment,Intermediate,5808.14,3491.24,10,0,1,1,0,1,1,21
Syria,Portugal,Transit,Male,43,High School,Retired,Permanent Residence,Intermediate,55123.43,24916.11,0,0,1,1,1,1,0,21
Romania,Taiwan,Student,Female,44,High School,Private Sector,Tourism,Basic,21826.19,37930.39,5,0,1,1,1,0,0,11
United States,UAE,Work,Female,36,Master's Degree,Private Sector,Education,Advanced,15248.41,3820.15,7,0,1,1,0,1,1,7
Thailand,Schengen (EU),Tourist,Female,57,Bachelor's Degree,Self-Employed,Tourism,Advanced,16569.58,12474.24,0,0,1,1,0,1,1,14
South Korea,South Korea,Tourist,Female,50,Bachelor's Degree,Private Sector,Tourism,Intermediate,15310.32,6959.92,5,0,1,0,0,1,1,6
Romania,Italy,Student,Female,39,No Formal Education,Private Sector,Tourism,Basic,34694.03,49871.45,1,1,1,0,1,1,1,32
Philippines,Schengen (EU),Family/Spouse,Male,62,Bachelor's Degree,Private Sector,Work Assignment,Intermediate,19984.19,32315.29,2,0,1,1,0,1,1,25
Algeria,Germany,Business,Male,76,Master's Degree,Self-Employed,Family Visit,Intermediate,33633.3,24883.74,1,0,0,1,1,1,1,14
Brazil,Singapore,Tourist,Female,48,Bachelor's Degree,Retired,Medical,Basic,51480.0,54474.98,0,0,1,0,0,1,1,6
Ukraine,Australia,Business,Male,46,Bachelor's Degree,Retired,Tourism,Intermediate,13197.3,28661.25,13,0,1,1,1,1,1,18
China,United States,Business,Male,58,Professional Degree,Student,Permanent Residence,Intermediate,235168.38,182234.3,0,0,1,1,1,1,0,26
South Korea,Singapore,Family/Spouse,Female,59,Bachelor's Degree,Private Sector,Conference,Advanced,39225.9,41270.95,6,0,1,1,1,1,0,7
Vietnam,United Kingdom,Transit,Female,72,High School,Unemployed,Family Visit,Native,130059.76,42246.91,2,0,0,1,1,1,1,14
Venezuela,Italy,Immigrant/PR,Male,31,Bachelor's Degree,Retired,Medical,Intermediate,27010.76,9606.89,0,0,1,1,1,1,0,54
Turkey,Denmark,Immigrant/PR,Female,61,Bachelor's Degree,Government,Family Visit,Advanced,26086.2,33342.05,0,0,1,1,1,1,1,37
Myanmar,Norway,Tourist,Female,57,Master's Degree,Retired,Medical,Intermediate,371187.83,497140.14,9,0,1,1,1,0,1,14
Kenya,South Africa,Transit,Female,57,Master's Degree,Self-Employed,Family Visit,Advanced,19917.26,14283.77,0,0,1,1,1,0,0,14
United Kingdom,Australia,Family/Spouse,Female,33,Associate Degree,Government,Medical,Advanced,17928.7,26952.64,1,0,1,1,1,1,1,31
Chile,Sweden,Immigrant/PR,Female,73,High School,Private Sector,Medical,Native,38806.41,7249.33,0,0,1,1,0,1,1,48
Ecuador,Norway,Immigrant/PR,Other,65,Bachelor's Degree,Private Sector,Family Visit,Advanced,46011.65,99785.87,7,0,1,1,0,1,1,39
Saudi Arabia,Denmark,Immigrant/PR,Female,73,Master's Degree,Private Sector,Conference,Native,50691.65,116157.74,0,0,0,0,1,1,1,28
Iran,South Korea,Tourist,Male,60,Bachelor's Degree,Private Sector,Permanent Residence,Intermediate,5759.46,10245.8,3,0,1,1,1,1,1,16
South Korea,Thailand,Tourist,Female,52,Bachelor's Degree,Government,Business Meeting,Advanced,128038.44,86792.41,0,0,0,1,1,1,1,5
Afghanistan,Singapore,Student,Male,73,No Formal Education,Unemployed,Tourism,Advanced,28156.93,65502.42,1,0,1,1,0,1,1,22
Ethiopia,Turkey,Work,Male,45,Associate Degree,Private Sector,Family Visit,Intermediate,19586.81,44510.56,8,0,0,0,1,1,0,12
Mexico,Denmark,Work,Female,77,Bachelor's Degree,Self-Employed,Conference,Intermediate,38901.93,60095.36,2,0,1,1,1,1,1,25
Kenya,South Africa,Business,Female,61,Bachelor's Degree,Private Sector,Medical,Basic,3850.59,11522.2,4,0,1,1,1,1,0,11
Tunisia,Austria,Immigrant/PR,Male,46,High School,Unemployed,Permanent Residence,Native,30589.77,74773.66,1,0,1,1,1,1,1,54
Hungary,Japan,Work,Female,48,Associate Degree,Student,Business Meeting,Advanced,1986.05,5661.61,7,0,0,1,1,0,1,16
Argentina,Belgium,Transit,Male,73,PhD,Private Sector,Business Meeting,Advanced,6175.01,13799.04,3,0,1,1,1,1,0,7
Myanmar,Ireland,Student,Female,53,Master's Degree,Government,Family Visit,Advanced,50418.87,76739.97,2,0,1,1,0,1,1,32
Venezuela,New Zealand,Family/Spouse,Male,62,Bachelor's Degree,Private Sector,Conference,Native,10079.83,7641.23,7,0,1,1,0,1,0,29
Peru,South Africa,Business,Female,60,Bachelor's Degree,Private Sector,Business Meeting,Advanced,14385.24,7409.16,3,0,0,1,1,1,1,16
Brazil,United Kingdom,Student,Female,78,Associate Degree,Retired,Tourism,Intermediate,35369.78,18577.4,0,0,1,1,1,1,1,37
Bangladesh,Netherlands,Transit,Female,34,Professional Degree,Student,Permanent Residence,Advanced,5035.2,11308.5,0,0,0,1,0,1,0,15
Peru,South Korea,Work,Female,65,Bachelor's Degree,Private Sector,Family Visit,Advanced,12481.42,15544.5,0,0,1,0,0,1,1,17
Hungary,Canada,Tourist,Female,55,PhD,Self-Employed,Permanent Residence,Intermediate,14358.02,7479.6,2,0,1,1,1,0,1,12
Vietnam,South Korea,Work,Male,52,PhD,Private Sector,Work Assignment,Intermediate,46303.79,56243.46,2,0,1,1,0,0,1,14
Ghana,Norway,Immigrant/PR,Male,66,No Formal Education,Unemployed,Work Assignment,Native,34569.59,19059.07,5,0,1,0,0,1,1,40
Japan,United Kingdom,Family/Spouse,Female,38,Master's Degree,Government,Medical,None,35671.39,41317.16,13,0,0,1,1,1,1,12
Syria,Australia,Immigrant/PR,Female,66,High School,Private Sector,Conference,Intermediate,35641.9,39921.47,5,0,1,0,1,1,1,72
Malaysia,Norway,Student,Male,55,Professional Degree,Self-Employed,Work Assignment,Advanced,72345.0,51629.9,5,0,1,0,0,1,1,18
Myanmar,France,Transit,Female,74,High School,Private Sector,Work Assignment,Advanced,25953.27,69630.27,4,0,0,1,0,1,0,14
Morocco,Turkey,Business,Female,68,Professional Degree,Student,Education,Intermediate,14948.81,39155.9,1,0,1,1,0,1,0,8
Canada,Switzerland,Transit,Male,53,Professional Degree,Unemployed,Tourism,Native,11217.65,23516.27,2,0,1,0,0,1,1,5
Peru,Italy,Family/Spouse,Male,45,Bachelor's Degree,Unemployed,Business Meeting,None,28923.45,5588.97,12,0,1,1,0,1,0,20
Peru,South Africa,Work,Female,55,Master's Degree,Private Sector,Work Assignment,Basic,3208.86,5835.05,2,0,1,1,1,1,1,17
Iran,Netherlands,Business,Male,76,Associate Degree,Student,Education,Advanced,42673.38,90521.12,1,0,1,1,0,1,0,24
Egypt,Turkey,Transit,Female,68,Bachelor's Degree,Private Sector,Work Assignment,Intermediate,112613.54,184346.32,7,0,1,0,0,1,1,9
Sri Lanka,Schengen (EU),Tourist,Female,57,Associate Degree,Retired,Tourism,Advanced,43753.9,74450.39,6,1,1,1,0,1,1,18
Romania,Denmark,Work,Female,34,High School,Self-Employed,Medical,Basic,46482.5,67722.03,3,0,1,0,0,1,1,22
Kenya,Netherlands,Work,Female,72,High School,Private Sector,Conference,Intermediate,151717.47,404780.84,1,1,0,1,1,1,0,37
Algeria,China,Family/Spouse,Female,64,Master's Degree,Private Sector,Conference,None,24160.06,54904.42,0,0,0,1,0,0,1,18
Australia,Ireland,Tourist,Male,38,Master's Degree,Retired,Tourism,Native,11695.23,31963.16,4,0,0,1,1,1,1,8
Tunisia,Switzerland,Transit,Female,68,Bachelor's Degree,Retired,Business Meeting,Advanced,162710.72,379291.9,2,0,0,0,1,1,1,15
UAE,Belgium,Transit,Female,55,Bachelor's Degree,Private Sector,Conference,Advanced,19980.5,12130.39,1,0,1,0,1,1,1,6
Nigeria,France,Family/Spouse,Male,73,High School,Government,Permanent Residence,Advanced,85466.65,79320.34,1,0,0,1,1,1,0,27
Canada,Netherlands,Student,Male,47,Master's Degree,Unemployed,Conference,Intermediate,33226.95,67750.72,0,0,1,1,0,0,1,13
Vietnam,South Korea,Business,Female,46,PhD,Private Sector,Medical,Intermediate,13941.54,40835.05,0,0,1,1,0,1,0,12
Ukraine,Japan,Student,Female,29,Master's Degree,Private Sector,Family Visit,Native,28412.55,71880.25,1,0,1,1,0,0,0,15
Chile,India,Immigrant/PR,Male,74,High School,Student,Permanent Residence,Advanced,76985.24,16895.27,4,0,1,1,0,0,0,21
Venezuela,India,Immigrant/PR,Male,70,Master's Degree,Retired,Conference,Native,27281.64,25093.97,5,0,1,1,1,0,1,34
Mexico,Malaysia,Family/Spouse,Female,30,High School,Retired,Tourism,Intermediate,85331.26,197360.93,6,0,1,1,1,0,0,6
Mexico,Singapore,Immigrant/PR,Female,64,Professional Degree,Private Sector,Education,Advanced,51605.65,138493.03,1,0,1,1,1,0,1,20
United Kingdom,United Kingdom,Transit,Male,76,High School,Private Sector,Business Meeting,Native,31277.38,4851.62,1,0,1,1,0,0,0,9
Morocco,Canada,Transit,Male,48,High School,Self-Employed,Family Visit,Intermediate,114082.82,334359.98,3,0,1,1,1,1,1,14
Morocco,France,Family/Spouse,Male,47,Bachelor's Degree,Private Sector,Medical,Native,35924.23,21331.51,0,0,1,1,1,1,1,29
Peru,United States,Work,Male,44,Master's Degree,Private Sector,Education,Advanced,35411.92,47127.75,5,0,1,1,0,1,1,50
Ecuador,Australia,Student,Male,72,Master's Degree,Retired,Business Meeting,Intermediate,191096.93,199702.28,3,0,1,1,0,1,1,50
Kenya,Belgium,Immigrant/PR,Female,38,Bachelor's Degree,Government,Work Assignment,Advanced,19684.02,33093.42,1,0,1,1,1,0,1,39
Poland,South Korea,Immigrant/PR,Female,67,High School,Student,Education,Advanced,15312.47,43382.14,0,0,1,1,1,0,1,21
Ecuador,Canada,Work,Female,69,PhD,Student,Family Visit,Intermediate,31575.1,86443.81,4,0,1,1,1,1,1,37
Japan,Denmark,Transit,Male,33,Master's Degree,Private Sector,Education,Advanced,16221.05,46236.67,0,0,0,1,0,1,1,8
Algeria,New Zealand,Transit,Male,69,Bachelor's Degree,Retired,Conference,Intermediate,28365.89,71339.97,1,0,0,1,1,1,0,14
Bangladesh,Malaysia,Tourist,Male,69,Master's Degree,Self-Employed,Business Meeting,Native,4375.64,4110.24,0,0,0,1,0,0,1,10
Colombia,United Kingdom,Family/Spouse,Male,52,Bachelor's Degree,Retired,Conference,Basic,7936.44,2125.32,2,0,1,1,0,1,1,24
Hungary,Taiwan,Business,Female,66,Master's Degree,Private Sector,Education,Native,57006.82,152525.87,1,0,0,1,0,1,1,5
Bulgaria,Switzerland,Work,Male,79,High School,Student,Medical,None,44126.9,84823.32,9,0,1,1,1,1,0,20
Ukraine,Portugal,Student,Male,42,PhD,Self-Employed,Conference,Advanced,30392.19,69872.46,16,0,1,0,1,1,1,14
Romania,Austria,Student,Male,55,High School,Self-Employed,Work Assignment,Advanced,44204.24,125769.28,7,0,0,0,1,0,1,22
Algeria,South Africa,Student,Female,72,High School,Private Sector,Medical,Advanced,8444.09,14977.76,4,0,1,1,0,0,0,17
Thailand,Spain,Work,Other,76,Associate Degree,Government,Education,Native,9528.53,1058.91,0,0,1,0,1,1,1,31
Senegal,Ireland,Work,Male,49,Bachelor's Degree,Private Sector,Business Meeting,Intermediate,48899.52,105757.61,10,0,1,1,1,0,1,14
France,United Kingdom,Student,Female,66,Bachelor's Degree,Government,Medical,Intermediate,21992.61,44267.92,1,0,1,1,0,1,1,14
Ghana,Australia,Family/Spouse,Female,59,Bachelor's Degree,Private Sector,Medical,Intermediate,31126.64,4094.78,5,0,0,0,0,0,1,24
Romania,Thailand,Work,Female,70,Bachelor's Degree,Retired,Permanent Residence,Native,23500.7,19958.93,2,0,1,1,1,1,1,8
Japan,Germany,Student,Male,29,Bachelor's Degree,Student,Permanent Residence,Intermediate,5673.66,1967.39,1,0,0,1,1,1,0,15
Peru,United Kingdom,Transit,Male,54,Associate Degree,Self-Employed,Permanent Residence,Advanced,40021.12,111822.85,1,0,1,1,0,1,0,19
Iraq,Singapore,Work,Female,50,Bachelor's Degree,Private Sector,Permanent Residence,Advanced,71557.05,75970.46,1,0,1,1,1,1,1,22
Chile,Turkey,Tourist,Male,60,High School,Unemployed,Tourism,Advanced,31952.3,3839.55,0,0,1,1,1,0,0,4
Kenya,China,Work,Male,63,No Formal Education,Private Sector,Permanent Residence,Basic,54304.39,113434.71,0,0,1,1,0,0,1,32
India,France,Student,Female,41,No Formal Education,Government,Permanent Residence,Advanced,6187.69,13597.31,0,0,1,1,1,0,0,17
Iran,China,Student,Male,67,Bachelor's Degree,Student,Conference,Basic,18190.86,45358.44,6,0,1,1,1,1,1,35
Nepal,Denmark,Transit,Female,49,Bachelor's Degree,Private Sector,Medical,Intermediate,15052.93,21874.39,0,0,1,1,0,1,1,14
South Korea,UAE,Tourist,Female,68,High School,Self-Employed,Conference,Basic,6085.87,902.04,8,0,0,1,0,1,1,5
Algeria,Singapore,Work,Female,80,Bachelor's Degree,Self-Employed,Business Meeting,Intermediate,139592.64,342408.58,1,0,0,1,1,1,0,17
India,Portugal,Work,Female,66,Master's Degree,Student,Family Visit,Advanced,14517.42,31983.05,0,0,1,1,0,1,1,30
Ethiopia,Australia,Transit,Male,70,PhD,Private Sector,Education,Advanced,47960.79,71433.68,3,0,1,1,1,0,0,14
Ecuador,Switzerland,Tourist,Male,45,Bachelor's Degree,Unemployed,Permanent Residence,Advanced,14912.36,41126.13,0,1,1,1,1,1,0,16
Senegal,Portugal,Transit,Female,56,High School,Government,Education,Native,100561.75,184692.11,2,0,1,1,1,1,1,11
Egypt,France,Student,Female,58,Associate Degree,Unemployed,Medical,Native,36478.86,86250.14,4,0,0,1,0,0,1,16
Poland,Netherlands,Tourist,Female,54,High School,Self-Employed,Medical,Basic,20821.35,37817.44,1,0,0,1,0,1,1,8
Russia,Netherlands,Tourist,Male,73,Bachelor's Degree,Retired,Family Visit,Intermediate,9749.28,17414.59,0,0,1,1,1,1,0,16
Hungary,Thailand,Immigrant/PR,Female,70,Associate Degree,Government,Family Visit,Advanced,37053.57,84892.26,5,0,1,1,1,1,1,12
Algeria,Switzerland,Work,Female,64,Bachelor's Degree,Government,Conference,None,15689.7,36622.68,2,0,1,1,1,0,0,40
China,Belgium,Student,Female,61,Master's Degree,Private Sector,Tourism,Native,23539.65,50349.46,3,0,1,1,1,1,1,26
Philippines,Japan,Work,Female,50,Associate Degree,Private Sector,Conference,Intermediate,77651.17,214728.06,4,0,1,0,1,1,1,17
Bangladesh,India,Tourist,Female,61,PhD,Self-Employed,Medical,Intermediate,47533.62,129857.97,0,0,1,0,1,1,1,15
Bangladesh,United Kingdom,Work,Female,66,Bachelor's Degree,Self-Employed,Medical,None,66451.67,30600.59,4,0,1,1,0,0,1,43
South Korea,India,Immigrant/PR,Female,34,Associate Degree,Self-Employed,Conference,Intermediate,8205.0,23026.89,3,0,1,1,1,1,1,23
United States,Austria,Immigrant/PR,Female,60,Associate Degree,Unemployed,Permanent Residence,Native,57623.52,90156.75,9,0,0,1,1,1,1,30
Germany,Belgium,Immigrant/PR,Female,61,High School,Student,Work Assignment,Intermediate,103448.13,84244.72,0,0,1,1,0,1,1,35
Pakistan,Switzerland,Student,Male,72,Bachelor's Degree,Self-Employed,Education,Native,15497.83,25904.73,0,0,1,1,1,1,0,29
Brazil,Sweden,Tourist,Male,52,High School,Private Sector,Work Assignment,Intermediate,19845.61,50559.07,0,0,0,1,0,0,0,8
Philippines,Ireland,Transit,Female,70,Master's Degree,Unemployed,Business Meeting,Advanced,23888.8,40834.95,3,0,0,1,1,1,0,9
Morocco,Taiwan,Tourist,Female,61,Bachelor's Degree,Private Sector,Education,Advanced,92324.89,275158.0,1,0,1,1,1,1,0,15
Peru,Netherlands,Transit,Female,58,Associate Degree,Private Sector,Conference,Intermediate,29762.68,42355.02,0,0,1,1,0,0,1,17
Ukraine,Netherlands,Immigrant/PR,Female,37,PhD,Self-Employed,Education,Intermediate,24935.06,28052.02,12,0,1,1,0,1,1,42
Germany,Japan,Family/Spouse,Male,75,High School,Unemployed,Tourism,Advanced,46840.14,27848.1,1,0,1,1,1,1,1,8
Sri Lanka,Denmark,Student,Female,63,Master's Degree,Private Sector,Education,Intermediate,113376.92,90125.71,2,0,1,1,1,1,1,17
Nepal,China,Immigrant/PR,Female,77,High School,Government,Business Meeting,Basic,10275.18,4700.11,0,0,1,1,0,1,0,38
Mexico,Schengen (EU),Student,Female,63,High School,Student,Education,Intermediate,1638.88,3315.92,7,0,1,1,0,1,0,26
Nepal,Schengen (EU),Student,Other,43,Bachelor's Degree,Government,Family Visit,None,7447.06,5970.69,0,0,1,1,1,1,0,19
Yemen,Malaysia,Tourist,Male,62,Bachelor's Degree,Private Sector,Family Visit,Native,25536.32,12498.49,1,0,1,1,0,1,1,14
Bulgaria,UAE,Business,Female,34,Master's Degree,Retired,Family Visit,Native,21944.58,30247.58,0,0,0,1,0,1,1,5
Nepal,Spain,Transit,Male,71,No Formal Education,Self-Employed,Business Meeting,Advanced,3494.41,8129.64,1,1,1,1,1,1,1,18
Qatar,United States,Transit,Male,72,High School,Private Sector,Tourism,Basic,8237.52,4509.47,3,0,1,1,0,1,1,12
Ukraine,Thailand,Tourist,Female,68,Master's Degree,Private Sector,Conference,Advanced,31313.92,83350.6,2,0,1,1,1,1,0,5
Senegal,New Zealand,Work,Male,41,Bachelor's Degree,Self-Employed,Conference,Basic,54108.23,147644.32,3,0,1,0,1,1,1,37
Canada,Thailand,Immigrant/PR,Female,49,Bachelor's Degree,Private Sector,Conference,Intermediate,36932.78,107060.2,0,0,1,1,0,1,1,11
South Korea,Japan,Work,Male,54,Associate Degree,Private Sector,Conference,Advanced,35648.64,47592.27,2,0,0,1,1,0,1,12
Japan,Sweden,Business,Other,51,Master's Degree,Private Sector,Permanent Residence,Intermediate,20248.37,8095.24,4,0,1,1,1,1,1,11
United Kingdom,Switzerland,Family/Spouse,Female,74,PhD,Private Sector,Business Meeting,Intermediate,4393.08,11037.45,2,0,1,1,0,1,1,13
Qatar,Ireland,Business,Male,72,Bachelor's Degree,Private Sector,Work Assignment,Advanced,28381.82,64990.22,7,0,1,1,0,1,1,8
China,Schengen (EU),Family/Spouse,Female,38,Bachelor's Degree,Private Sector,Medical,Intermediate,36141.62,55459.07,1,0,0,1,0,0,0,14
Canada,China,Transit,Male,56,Professional Degree,Private Sector,Education,Advanced,27859.64,21684.86,3,0,1,0,1,1,1,8
Hungary,South Africa,Tourist,Female,61,High School,Government,Conference,Advanced,12392.25,5998.17,5,0,1,1,1,1,0,9
Peru,Singapore,Student,Male,41,Bachelor's Degree,Student,Work Assignment,Intermediate,17730.94,17028.46,2,0,1,0,1,1,0,13
Afghanistan,Belgium,Transit,Female,71,PhD,Private Sector,Business Meeting,Native,88321.26,73946.12,2,0,1,1,0,0,0,21
Australia,Austria,Tourist,Female,77,Master's Degree,Student,Education,None,12429.02,7832.24,0,0,0,1,1,1,1,10
Qatar,Malaysia,Business,Male,58,Associate Degree,Retired,Tourism,Native,6124.92,7815.41,3,0,1,1,1,1,1,2
Pakistan,Taiwan,Family/Spouse,Female,62,Associate Degree,Private Sector,Medical,Native,50400.66,108443.25,2,0,1,1,1,1,1,21
Hungary,Norway,Family/Spouse,Male,73,Master's Degree,Retired,Medical,Native,17146.9,50003.15,0,0,1,1,0,1,1,18
Poland,Canada,Family/Spouse,Male,55,Bachelor's Degree,Self-Employed,Tourism,Native,79272.19,93078.69,0,0,1,1,0,1,1,27
Pakistan,New Zealand,Tourist,Male,64,Bachelor's Degree,Private Sector,Medical,Native,25950.14,23533.57,0,0,1,1,0,1,0,24
Turkey,China,Work,Female,46,High School,Government,Family Visit,Native,17637.25,10927.03,0,0,0,1,1,0,0,24
Turkey,United Kingdom,Family/Spouse,Female,46,Bachelor's Degree,Private Sector,Work Assignment,None,49605.28,24796.91,8,0,1,1,0,0,1,16
